query_id,query,pool_rank,doc_id,title,snippet,source_modes,best_rank,rank_baseline,rank_ltr,rank_adaptive,rank_hybrid,rank_cross_encoder,previous_label,manual_label,notes
26,traits that are derived from a common ancestor are said to be,12,40682,narcotics are derived from what plant,"Legal status in the United States Opium is a Schedule II drug under the Controlled Substances Act. Most opioids are Schedule II, III, IV, or V drugs. Some drugs that are derived from opium, such as heroin, are Schedule I drugs. Common places of origin The poppy plant, Papaver somniferum, is the source of opium. It was grown in the Mediterranean region as early as 5,000 B.C., and has since been cultivated in a number of countries throughout the world. Overview....","baseline,adaptive",7,7,,7,,,,1,
26,traits that are derived from a common ancestor are said to be,13,71913,are seeds derived from an ovule,"A seed is an embryonic plant enclosed in a protective outer covering known as the seed coat. It is a characteristic of spermatophytes (gymnosperm and angiosperm plants) and the product of the ripened ovule which occurs after fertilization and some growth within the mother plant. In endospermic seeds, there are two distinct regions inside the seed coat, an upper and larger endosperm and a lower smaller embryo....","baseline,adaptive",8,8,,8,,,,0,
26,traits that are derived from a common ancestor are said to be,14,87808,what are traits of an outsider,"An outsider possesses the following traits (unless otherwise noted in a creature's entry). 1 Darkvision out to 60 feet. 2 Unlike most other living creatures, an outsider does not have a dual nature; its soul and body form one unit. 3 When an outsider is slain, no soul is set loose. 1",cross_encoder,8,,,,,8,,0,
26,traits that are derived from a common ancestor are said to be,15,40209,common plants that are poisonous,"9. Also known as Sowbread, the Cyclamen is a common household flowering plant with poisonous properties (i.e., terpenoids) to dogs. It can cause oral irritation, vomiting, diarrhea, heart abnormalities, seizures and death. Its cardiac glycosides, similar to digoxin, are very toxic to dogs and can cause fatal heart abnormalities, muscle tremors, incoordination, vomiting and bloody diarrhea....","baseline,adaptive",9,9,,9,,,,1,
26,traits that are derived from a common ancestor are said to be,16,57344,what are aries traits,"Aries personality traits. Aries are action people, born to initiate and lead. This makes for an exciting and dynamic personality. Their main strength is their courage to face life's challenges head on, and ability to inspire others.","ltr,hybrid,cross_encoder",9,,9,,9,10,,0,
26,traits that are derived from a common ancestor are said to be,17,81422,what traits distinguish vertebrates from invertebrates,"Differences in Physical Characteristics. Vertebrates have a skeletal structure with a spinal column or backbone. Invertebrates have no backbone, while vertebrates have a well-developed internal skeleton of cartilage and bone and a highly developed brain that is enclosed by a skull. One of the noticeable differences between vertebrates and invertebrates is their size....","ltr,hybrid",10,,10,,10,,,0,
27,greek tragedy,1,69265,what was the purpose of greek tragedy,"Best Answer: The main themes of Greek tragedy were warnings that uncontrolled power corrupted. Hubris, or excessive pride, was the main failing of the tragic heroes. The purpose was to bring the entire person of an audience member to a holistic catharis, a spiritual awakening, that would help them be fuller, more useful and responsibile citizens.","baseline,ltr,adaptive,hybrid,cross_encoder",1,1,1,1,1,1,,2,
27,greek tragedy,2,19707,best tragedies of ancient greece,"by Mark Cartwright. Greek tragedy was a popular and influential form of drama performed in theatres across ancient Greece from the late 6th century BCE. The most famous playwrights of the genre were Aeschylus, Sophocles, and Euripides and many of their works were still performed centuries after their initial premiere. Greek tragedy led to Greek comedy and, together, these genres formed the foundation upon which all modern theatre is based....","baseline,ltr,adaptive,hybrid,cross_encoder",2,2,2,2,2,2,4,2,
27,greek tragedy,3,57180,literary definition catharsis,"Definition of Catharsis. When used in literature, catharsis is the the release of emotions such as pity, sadness, and fear through witnessing art. Catharsis involves the change of extreme emotion to lead to internal restoration and renewal. Catharsis was first linked to drama, especially to tragedy, by the Greek philosopher Aristotle.","baseline,adaptive,cross_encoder",3,3,,3,,3,,2,
27,greek tragedy,4,72007,who were the major greek philosophers,"Some of the most famous and influential philosophers of all time were from the ancient Greek world, including Socrates, Plato, and Aristotle. Ancient Greek philosophy began in Miletus with the pre-Socratic philosopher Thales and lasted through Late Antiquity.","ltr,hybrid",3,,3,,3,,,2,
27,greek tragedy,5,26679,types of evil spirits english folklore,"1 Bhut-in Indian lore, usually an evil ghost of a dead man who died through tragedy or execution (aka bhoot). 2 Black shuck-in British lore, a large, black, spectral dog that portends death. 3 Bogey-in English folklore, evil spirits that travel alone or together to do mischief. 1 Kere-in Greek folklore, the spirit of a dead person that bothers the living. 2 Knocker-in Cornwallish folklore, a spirit that dwells in mines and can either be a help or hindrance....","baseline,adaptive,cross_encoder",4,4,,4,,4,,2,
27,greek tragedy,6,48565,what is the meaning of greek,"Greek. 1. of or pertaining to Greece, the Greeks, or their language. 2. pertaining to the Greek Orthodox Church. 3. a native or inhabitant of Greece. 4. the Indo-European language of the Greeks. Abbr.: Gk. 5. adj. 6. (Placename) denoting, relating to, or characteristic of Greece, the Greeks, or the Greek language; Hellenic. 7. (Languages) denoting, relating to, or characteristic of Greece, the Greeks, or the Greek language; Hellenic. 8....","ltr,hybrid",4,,4,,4,,,2,
27,greek tragedy,7,25009,what were the conventions of greek theatre,"The conventions of the Greek theatre were different from ours. First of all, all dramas took place in the daytime without artificial lighting. Time of day can be indicated only by verbal reference to it or by torches which might be used to suggest that it is night. Oedipus View more presentations from debbieg. Conventions of the Theatre. We often hear of the ancient Greek theatre as being a theatre of convention rather than a theatre of illusion, and such truisms are true, but not true enough....",cross_encoder,5,,,,,5,,2,
27,greek tragedy,8,36516,Current Greek Currency,"1 Three modern Greek currencies, the first introduced in 1832 and the last replaced by the euro in 2001 (at the rate of 340.750 drachma to the euro). 2 The euro did not begin circulating until 2002 but the exchange rate was fixed on 19 June 2000, with legal introduction of the euro taking place in January 2002.","baseline,adaptive",5,5,,5,,,,2,
27,greek tragedy,9,62966,behind the name ancient greek names,ARTEMON αρτεμων m Ancient Greek. From an ancient Greek name which was derived from the name of the Greek goddess ARTEMIS. ASKLEPIADES ασκληπιαδης m Ancient Greek. Ancient Greek personal name which was derived from the name of the Greek god ASKLEPIOS ... Means born of Hermes from the name of the messenger god HERMES combined with Greek γενης (genes) born. HERMOKRATES 'ερμοκρατης m Ancient Greek....,"ltr,hybrid",5,,5,,6,,,2,
27,greek tragedy,10,90459,who is dionysus in greek mythology,"Dionysus (/daɪ.əˈnaɪsəs/ ; Greek: διόνυσος, Dionysos) is the god of the grape harvest, winemaking and wine, of ritual madness, fertility, theatre and religious ecstasy in Greek mythology. He is a god of epiphany, the god that comes, and his foreignness as an arriving outsider-god may be inherent and essential to his cults. He is a major, popular figure of Greek mythology and religion, and is included in some lists of the twelve Olympians. Dionysus was the last god to be accepted into Mt....","ltr,hybrid,cross_encoder",5,,6,,5,6,,2,
